본부,사업년도,RAPA식별코드,공사명,건물명/도로명,건물명 출처,유형,주용도,공사구분,시도,시군구,읍면동,번,지,리,시도_보정,시군구_보정,읍면동_보정,리_보정,번_보정,지_보정,대지구분,대지면적,연면적(지상),연면적(지하),연면적(합계),지상층수,지하층수,동,세대수,EV 설치 예상 대수,주차대수,세대당주차대수,도로구간(m),준공예정일,수정 준공예정일,입주자사전점검일,준공사,주소,공동망,관로동,위도,경도,RAPA등록_검증,준공예정일_검증,동수_검증,층수_검증,위경도_검증,최종검증결과
동부,2027,m-RAPA-2202-0846,대구 신암동 삼정그린코아 더베스트,신암동 삼정그린코아 더베스트,APT,500세대 이상,-,-,대구광역시,동구,신암동,225,4,-,-,-,-,-,-,-,대지,-,107027.2705,62882.2854,169909.5559,23,4,10,850,20,-,1.3,-,2027-12-30,-,2027-11-14,SKT,대구광역시 동구 신암동 225 4,미등록,"101,102,103,105,106,000",35.8815054,128.6229404,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2208-4903,송도자이풍경채그라노블4단지아파트,송도자이풍경채그라노블4단지아파트,APT,아파트,공동주택,건물,인천광역시,연수구,송도동,553,-,-,-,-,-,-,-,-,대지,-,83542.4613,42384.7853,125927.2466,47,2,2,504,4,-,1.3,-,2027-12-30,-,2027-11-14,LGU+,인천광역시 연수구 송도동 553,미등록,"14,011,402",37.378391,126.677678,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-1811-6729,성남도환중1구역 도시환경정비사업(2BL),해링턴 플레이스 신흥역,APT,500세대 이상,-,-,경기도,성남시 중원구,중앙동,912,-,-,-,-,-,-,-,-,대지,-,67039.0847,37252.1618,104291.2465,35,4,6,640,12,-,1.3,-,2027-12-30,-,2027-11-14,SKT,경기도 성남시 중원구 중앙동 912,단독,상세참조,37.44064497,127.1494202,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-1909-5217,구리 딸기원2지구 2단지 주택재개발정비사업,중흥S-클래스 힐더포레,APT,500세대 미만,-,-,경기도,구리시,교문동,339,-,-,-,-,-,-,-,-,대지,-,29547.44,17109.1,46656.54,15,3,6,298,12,-,1.3,-,2027-12-30,-,2027-11-14,RAPA,경기도 구리시 교문동 339,미등록,해당없음,37.59979497,127.1189646,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-1712-03-02-2847,행신 2-1구역 주택재건축 정비사업,행신한신더휴,APT,500세대 미만,-,-,경기도,고양시 덕양구,행신동,173,1,-,-,-,-,-,-,-,대지,-,27704.3619,16759.5883,44463.9502,17,2,4,272,8,-,1.3,-,2027-12-30,-,2027-11-15,RAPA,경기도 고양시 덕양구 행신동 173 1,미등록,해당사항없음,37.6204766,126.8445206,등록,-,-,-,-,미검증
서부,2027,m-RAPA-2004-1807,고랑동 광신프로그레스 공동주택 신축공사,북전주 광신프로그레스,APT,500세대 미만,-,-,전북특별자치도,전주시 덕진구,고랑동,742,-,-,-,-,-,-,-,-,대지,-,42743.3294,15234.4262,57977.7556,24,1,6,384,12,-,1.3,-,2027-12-30,-,2027-11-14,RAPA,전북특별자치도 전주시 덕진구 고랑동 742,미등록,해당없음,35.87489512,127.0848734,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2308-2831,수원당수 1지구 C3블록 공동주택 신축공사,-,APT,500세대 미만,-,-,경기도,수원시 권선구,금곡동,수원당수 공공주택지구,C3,-,-,-,-,-,-,-,블록,-,49303.5325,36310.4324,85613.9649,19,2,10,452,20,-,1.3,-,2027-12-30,-,2027-11-11,RAPA,경기도 수원시 권선구 금곡동 수원당수 공공주택지구 C3,단독,해당없음,37.28062325,126.9453788,등록,-,-,-,-,미검증
동부,2027,m-RAPA-1902-0701,무거동 공동주택 신축공사,무거 비스타동원,APT,미만+다중,-,-,울산광역시,남구,무거동,822,1,-,-,-,-,-,-,-,대지,-,73623.4176,44600.5399,118223.9575,38,6,4,481,8,-,1.3,-,2027-12-30,-,2027-11-15,SKT,울산광역시 남구 무거동 822 1,단독,해당사항없음,35.54994042,129.2594716,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2304-1562,아산탕정자이퍼스트시티아파트,아산탕정자이퍼스트시티아파트,APT,아파트,공동주택,건물,충청남도,아산시,탕정면,아산 센트럴시티 도시개발사업,A1,동산리,충청남도,아산시,탕정면,동산리,137,-,블록,-,88647.6148,42820.9059,131468.5207,35,2,6,799,12,-,1.3,-,2027-12-30,-,2027-11-14,SKT,충청남도 아산시 탕정면 동산리 아산 센트럴시티 도시개발사업 A1,SKT,"101,102,103,104",36.82138709,127.0900644,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2405-1502,삼척 교동2차 공동주택 신축공사,트리븐 삼척,APT,500세대 미만,-,-,강원특별자치도,삼척시,교동,99,14,-,-,-,-,-,-,-,대지,-,45561.5174,19958.0422,65519.5596,29,3,4,359,8,-,1.3,-,2027-12-30,-,2027-11-14,RAPA,강원특별자치도 삼척시 교동 99 14,단독,해당없음,37.45223867,129.1768489,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2103-1631,구리인창센트레빌인더포레아파트,구리인창센트레빌인더포레아파트,APT,아파트,공동주택,건물,경기도,구리시,인창동,515,1,-,-,-,-,-,-,-,대지,-,19352.1018,11810.8845,31162.9863,29,2,3,244,6,-,1.3,-,2027-12-30,-,2027-11-14,LGU+,경기도 구리시 인창동 515 1,단독,해당사항없음,37.60655063,127.1347744,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-1908-4586,래미안송도역센트리폴3BL_아파트,래미안송도역센트리폴3BL_아파트,APT,아파트,공동주택,건물,인천광역시,연수구,옥련동,송도역세권구역,A3,-,-,-,-,-,-,-,블록,-,110771.56,47082.09,157853.65,39,2,6,1024,12,-,1.3,-,2027-12-30,-,2027-11-14,KT,인천광역시 연수구 옥련동 송도역세권구역 A3,미등록,"301,303,305",37.430359,126.651239,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2202-1046,경기도 안양시 비산동 근린생활시설,경기도 안양시 동안구 비산동 354-10 근린생활시설 신축공사 관련 공식 건물명 또는 아파트명을 특정할 수 있는 공개 정보가 확인되지 않음.,APT,일반,-,-,경기도,안양시 동안구,비산동,354,10,-,-,-,-,-,-,-,대지,-,4130.592,1579.5051,5710.0971,6,2,1,0,2,-,1.3,-,2027-12-30,-,2027-11-14,RAPA,경기도 안양시 동안구 비산동 354 10,미등록,1. 지상1층 : D.A 상부 인근,37.40224427,126.945087,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2407-1893,흑석9 재정비촉진구역 주택재개발 정비사업,-,APT,500세대 이상,-,-,서울특별시,동작구,흑석동,90,-,-,-,-,-,-,-,-,대지,-,151506.9233,130062.0198,281568.9431,25,7,20,1548,40,-,1.3,-,2027-12-29,-,2027-11-13,KT,서울특별시 동작구 흑석동 90,단독,"101,102,103,104,106,000,000,000,000,000",37.5048484,126.9623299,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2202-0827,대전 중구 유천동 주상복합,유천 태영데시앙,APT,500세대 이상,-,-,대전광역시,중구,유천동,340,1,-,-,-,-,-,-,-,대지,-,74572.491,41070.787,115643.278,49,5,3,518,6,-,1.3,-,2027-12-29,-,2027-11-13,LGU+,대전광역시 중구 유천동 340 1,미등록,해당없음,36.3156182,127.3895875,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2312-4183,힐스테이트도안리버파크3단지아파트,힐스테이트도안리버파크3단지아파트,APT,아파트,공동주택,건물,대전광역시,유성구,학하동,대전 도안 2-2지구 도시개발사업,SA2,-,-,-,-,-,-,-,블록,-,198689.0868,113540.2711,312229.3579,35,2,14,1639,28,-,1.3,-,2027-12-28,-,2027-11-14,LGU+,대전광역시 유성구 학하동 대전 도안 2-2지구 도시개발사업 SA2,단독,"306,307,309,312,314",36.33467305,127.3217299,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2008-4501,장한평역청년주택아파트,장한평역청년주택아파트,APT,아파트,공동주택,건물,서울특별시,성동구,용답동,231,1,-,-,-,-,-,-,-,대지,-,75627.6806,24324.6315,99952.3116,49,5,1,1461,2,-,1.3,-,2027-12-23,-,2027-11-07,-,서울특별시 성동구 용답동 231 1,단독,해당사항없음,37.56063724,127.0634777,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2310-3747,23 원주무실 A-2BL 공동주택 건설공사,원주무실 A-2블록 공공분양주택,APT,500세대 이상,-,-,강원특별자치도,원주시,무실동,원주무실 공공지원민간임대주택 공급촉진지구,A-2,-,-,-,-,-,-,-,블록,-,55441.05,31698.74,87139.79,25,2,7,560,14,-,1.3,-,2027-12-21,-,2027-11-05,KT,강원특별자치도 원주시 무실동 원주무실 공공지원민간임대주택 공급촉진지구 A-2,단독,"201,203,205",37.31043411,127.921317,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2406-1649,화천화천 공동주택 복합개발사업 설계용역,-,APT,500세대 미만,-,-,강원특별자치도,화천군,화천읍,59,6,하리,-,-,-,-,-,-,대지,-,7571.13,1381.16,8952.29,15,1,1,72,2,-,1.3,-,2027-12-20,-,2027-11-04,RAPA,강원특별자치도 화천군 화천읍 하리 59 6,KT,1. 지상1층: D.A 상부 외벽,38.1042008,127.7070866,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2110-6771,고양장항 S-1BL 공동주택 건설공사,고양장항 S-1블록 공공분양주택,APT,500세대 이상,-,-,경기도,고양시 일산동구,장항동,고양장항 공공주택지구,S-1,-,-,-,-,-,-,-,블록,-,99100.19,38772.62,137872.81,29,1,13,869,26,-,1.3,-,2027-12-17,-,2027-11-01,LGU+,경기도 고양시 일산동구 장항동 고양장항 공공주택지구 S-1,미등록,"103,105,106,109,111",37.64657497,126.7571057,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2304-1270,용인 은화삼지구 공동주택 신축공사 A2BL,용인 은화삼지구 푸르지오,APT,500세대 이상,-,-,경기도,용인시 처인구,남동,126,1,-,-,-,-,-,-,-,산,-,173708.7267,111860.8357,285569.5624,28,3,13,1804,26,-,1.3,-,2027-12-16,-,2027-10-31,SKT,경기도 용인시 처인구 남동 126 1,미등록,"20,022,003,200,420,000,000,000,000,000,000",-,-,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2110-6490,시흥거모지구 A-5BL 공동주택 건설공사,시흥거모 A-5BL 신혼희망타운,APT,500세대 미만,-,-,경기도,시흥시,계수동,시흥거모 공공주택지구,A-5,-,-,-,-,-,-,-,블록,-,36888.72,24063.14,60951.86,25,2,6,435,12,-,1.3,-,2027-12-16,-,2027-11-01,RAPA,경기도 시흥시 계수동 시흥거모 공공주택지구 A-5,미등록,해당없음,37.34908222,126.7757981,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2206-3802,노량진 KT부지 역세권 청년주택 신축공사,노량진역세권청년주택,APT,500세대 미만,-,-,서울특별시,동작구,노량진동,56,1,-,-,-,-,-,-,-,대지,-,24953.906,13216.98,38170.886,22,7,1,403,2,-,1.3,-,2027-12-14,-,2027-10-29,RAPA,서울특별시 동작구 노량진동 56 1,미등록,해당사항없음,37.5131448,126.9412346,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2203-1802,충남 논산시 취암동 141일원 공동주택 신축공사,논산오거리 지역주택조합 아파트,APT,500세대 미만,-,-,충청남도,논산시,취암동,141,1,-,-,-,-,-,-,-,대지,-,52157.2332,28070.1245,80227.3577,25,3,7,429,14,-,1.3,-,2027-12-09,-,2027-10-24,RAPA,충청남도 논산시 취암동 141 1,단독,해당없음,36.194051,127.0962617,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2102-0689,제기1구역 주택재건축정비사업,경동미주아파트,APT,500세대 미만,-,-,서울특별시,동대문구,제기동,892,68,-,-,-,-,-,-,-,대지,-,28733.24,15748.88,44482.12,32,3,2,351,4,-,1.3,-,2027-12-05,-,2027-10-20,RAPA,서울특별시 동대문구 제기동 892 68,단독,해당사항없음,37.57917944,127.0355941,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2204-1942,용인 남사(아곡)지구 7BL 공동주택 신축공사,-,APT,500세대 이상,-,-,경기도,용인시 처인구,남사면,705,-,아곡리,-,-,-,-,-,-,대지,-,84388.52,49668.2,134056.72,27,2,7,660,14,-,1.3,-,2027-11-30,-,2027-10-15,LGU+,경기도 용인시 처인구 남사면 아곡리 705,미등록,"704,705,706",37.15152423,127.1716072,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2303-1186,양주시 덕계지구 공동주택 개발사업,한신공영 양주 덕계동 아파트,APT,500세대 이상,-,-,경기도,양주시,덕계동,707,1,-,-,-,-,-,-,-,대지,-,80666.1273,47904.876,128571.0033,29,4,7,724,14,-,1.3,-,2027-11-29,-,2027-10-14,SKT,경기도 양주시 덕계동 707 1,미등록,"102,103,104,106",37.81391094,127.0437686,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2209-5291,충청남도 천안시 서북구 두정동 양우내안애 신축공사,천안 두정역 양우내안애 퍼스트로,APT,500세대 미만,-,-,충청남도,천안시 서북구,두정동,393,11,-,-,-,-,-,-,-,대지,-,44228.0588,23296.4764,67524.5352,28,2,6,418,12,-,1.3,-,2027-11-29,-,2027-10-15,RAPA,충청남도 천안시 서북구 두정동 393 11,미등록,해당없음,36.83773775,127.1544275,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2303-1174,평택화양서희스타힐스센트럴파크2차아파트,평택화양서희스타힐스센트럴파크2차아파트,APT,아파트,공동주택,건물,경기도,평택시,안중읍,평택 화양지구 도시개발사업,공동3,현화리,-,-,-,-,-,-,블록,-,79537.7648,40851.383,120389.1478,29,2,8,815,16,-,1.3,-,2027-11-29,-,2027-10-14,LGU+,경기도 평택시 안중읍 현화리 평택 화양지구 도시개발사업 공동3,단독,"101,104,106,107",36.986095,126.90503,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2304-1556,평택브레인시티수자인아파트,평택브레인시티수자인아파트,APT,아파트,공동주택,건물,경기도,평택시,장안동,평택 브레인시티 일반산업단지,공동8,-,-,-,-,-,-,-,블록,-,99008.6554,45788.1909,144796.8463,35,2,6,900,12,-,1.3,-,2027-11-29,-,2027-10-14,LGU+,경기도 평택시 장안동 평택 브레인시티 일반산업단지 공동8,미등록,"101,103,105",37.047327,127.095856,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2201-0300,파주운정 3 A블럭 공공지원 민간임대주택사업,파주 운정신도시 A3블록 공공지원민간임대주택,APT,500세대 이상,-,-,경기도,파주시,당하동,파주운정3 택지개발계획,A3,-,-,-,-,-,-,-,블록,-,120559.26,51158.42,171717.68,29,1,11,1222,22,-,1.3,-,2027-11-29,-,2027-10-14,KT,경기도 파주시 당하동 파주운정3 택지개발계획 A3,미등록,"301,303,305,307,310,000",37.7391879,126.7579606,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2310-3755,마곡지구 16단지 아파트 건설사업,마곡 엠밸리 16단지,APT,아파트,공동주택,건물,서울특별시,강서구,마곡동,753,-,-,-,-,-,-,-,-,대지,-,55646.32,29938.95,85585.27,15,2,6,608,12,-,1.3,-,2027-11-29,-,2027-10-14,-,서울특별시 강서구 마곡동 753,미등록,"160,116,031,604",37.57194899,126.824837,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2401-0286,검단신도시푸르지오더파크아파트,검단신도시푸르지오더파크아파트,APT,아파트,공동주택,건물,인천광역시,검단구,마전동,인천검단지구 택지개발사업,AA28,-,-,-,-,-,-,-,블록,-,107035.4803,60087.7059,167123.1862,20,5,13,919,26,-,1.3,-,2027-11-29,-,2027-10-14,KT,인천광역시 검단구 마전동 인천검단지구 택지개발사업 AA28,미등록,"700,270,057,007,700,000,000,000",37.600015,126.672565,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-1902-0738,원주시 원동 다박골 주택재개발 정비사업 공동주택(2단지) 신축공사,원주 푸르지오 더센트럴,APT,500세대 미만,-,-,강원특별자치도,원주시,원동,274,40,-,-,-,-,-,-,-,대지,-,23629.6367,13847.7747,37477.4114,25,3,3,229,6,-,1.3,-,2027-11-29,-,2027-10-15,RAPA,강원특별자치도 원주시 원동 274 40,미등록,해당없음,37.34350101,127.9463628,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-1902-0739,원주시 원동 다박골 주택재개발 정비사업 공동주택(1단지) 신축공사,원주 푸르지오 더 센트럴,APT,500세대 이상,-,-,강원특별자치도,원주시,원동,274,40,-,-,-,-,-,-,-,대지,-,135210.0166,72770.5917,207980.6083,29,4,15,1273,30,-,1.3,-,2027-11-29,-,2027-10-14,SKT,강원특별자치도 원주시 원동 274 40,미등록,"101,103,104,108,111,000",37.34350101,127.9463628,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-1810-6059,성남시 산성구역 주택재개발 정비사업 [4BL],산성역 헤리스톤,APT,500세대 이상,-,-,경기도,성남시 수정구,산성동,1336,-,-,-,-,-,-,-,-,대지,-,174475.99,109204.5,283680.49,28,6,24,1682,48,-,1.3,-,2027-11-24,-,2027-10-10,SKT,경기도 성남시 수정구 산성동 1336,단독,"403,405,410,411,412,000,000,000,000,000",37.45436411,127.1520017,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-1810-6058,성남시 산성구역 주택재개발 정비사업 [3BL],산성역 헤리스톤,APT,500세대 이상,-,-,경기도,성남시 수정구,산성동,1336,-,-,-,-,-,-,-,-,대지,-,52783.3,40337.07,93120.37,29,4,9,603,18,-,1.3,-,2027-11-24,-,2027-10-10,SKT,경기도 성남시 수정구 산성동 1336,단독,"304,306,307,308",37.45446354,127.1515434,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-1810-6053,성남시 산성구역 주택재개발 정비사업 [1BL],산성역 헤리스톤,APT,500세대 미만,-,-,경기도,성남시 수정구,산성동,1336,-,-,-,-,-,-,-,-,대지,-,23950.05,20547.17,44497.22,20,5,4,421,8,-,1.3,-,2027-11-24,-,2027-10-10,RAPA,경기도 성남시 수정구 산성동 1336,단독,해당없음,37.45446354,127.1515434,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2110-6396,시흥하중 공공주택지구 A-4BL 공동주택 건설공사,시흥하중 A-4블록 신혼희망타운,APT,500세대 이상,-,-,경기도,시흥시,하중동,시흥하중 공공주택지구,A-4,-,-,-,-,-,-,-,블록,-,51314.41,32247.92,83562.33,25,2,11,584,22,-,1.3,-,2027-11-11,-,2027-09-27,LGU+,경기도 시흥시 하중동 시흥하중 공공주택지구 A-4,미등록,"101,103,105,106,109",37.39750961,126.7994155,등록,-,-,-,-,미검증
서부,2027,m-RAPA-2302-0604,광주송암공원중흥S-클래스SK뷰_아파트,광주송암공원중흥S-클래스SK뷰_아파트,APT,아파트,공동주택,건물,전남광주통합특별시,남구,송하동,177,-,-,-,-,-,-,-,-,대지,-,186501.6097,95854.1254,282355.7351,27,3,17,1577,34,-,1.3,-,2027-11-11,-,2027-09-26,-,전남광주통합특별시 남구 송하동 177,미등록,"102,104,105,109,110,000,000,000",35.10574946,126.8844474,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-1901-0546,김포북변우미린파크리브아파트,김포북변우미린파크리브아파트,APT,아파트,공동주택,건물,경기도,김포시,북변동,329,2,-,-,-,-,-,-,-,대지,-,122128.94,58523.53,180652.47,29,3,13,1193,26,-,1.3,-,2027-11-11,-,2027-09-26,KT,경기도 김포시 북변동 329 2,미등록,"103,104,106,108,110,000",37.62669388,126.707143,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2207-4396,의정부 금오동 터미널부지 내 공동주택 신축공사,의정부역 트리플시티,APT,500세대 이상,-,-,경기도,의정부시,금오동,360,4,-,-,-,-,-,-,-,대지,-,86178.4229,43688.3219,129866.7448,42,5,4,656,8,-,1.3,-,2027-11-11,-,2027-08-26,LGU+,경기도 의정부시 금오동 360 4,미등록,"101,102,103,104",37.74684657,127.0570668,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2202-1044,뉴타운맨션 삼호아파트지구 재건축정비사업,뉴타운맨션·삼호아파트,APT,500세대 이상,-,-,경기도,안양시 동안구,비산동,354,10,-,-,-,-,-,-,-,대지,-,288761.13,185993.7192,474754.8492,33,3,26,2737,52,-,1.3,-,2027-11-11,-,2027-09-26,LGU+,경기도 안양시 동안구 비산동 354 10,미등록,"104,106,109,110,112,000,000,000,000,000,000",37.40180243,126.9445455,등록,-,-,-,-,미검증
동부,2027,m-RAPA-2302-0378,사하구 감천동 공동주택 신축공사,감천 경남아너스빌,APT,500세대 미만,-,-,부산광역시,사하구,감천동,582,1,-,-,-,-,-,-,-,대지,-,42309.1901,18912.209,61221.3991,20,3,6,380,12,-,1.3,-,2027-11-11,-,2027-09-27,RAPA,부산광역시 사하구 감천동 582 1,미등록,해당사항없음,35.09284858,128.9953015,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2401-0071,의왕 월암 B2블럭 공동주택 신축공사,의왕월암지구 디에트르 레이크파크,APT,500세대 이상,-,-,경기도,의왕시,월암동,의왕월암 공공주택지구,B2,-,-,-,-,-,-,-,블록,-,76761.51,44117.39,120878.9,29,2,7,703,14,-,1.3,-,2027-11-11,-,2027-08-31,SKT,경기도 의왕시 월암동 의왕월암 공공주택지구 B2,미등록,"203,206,207",37.30775909,126.9592675,등록,-,-,-,-,미검증
서부,2027,m-RAPA-2407-1997,봉선동 161번지 일원,봉선동 르오네뜨 2차,APT,500세대 미만,-,-,전남광주통합특별시,남구,봉선동,161,-,-,-,-,-,-,-,-,대지,-,8857.9199,6610.6397,15468.5596,15,2,1,56,2,-,1.3,-,2027-11-07,-,2027-09-22,RAPA,전남광주통합특별시 남구 봉선동 161,미등록,해당없음,35.12618987,126.9139939,등록,-,-,-,-,미검증
동부,2027,m-RAPA-2312-4359,부산모라 복합개발 공동주택,-,APT,500세대 미만,-,-,부산광역시,사상구,모라동,656,6,-,-,-,-,-,-,-,대지,-,7506.01,2950.26,10456.27,15,1,1,94,2,-,1.3,-,2027-10-31,-,2027-09-15,RAPA,부산광역시 사상구 모라동 656 6,미등록,1. 지상1층 : D.A 상부 인근,35.1892653,128.9855333,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2306-2163,반포디에이치클래스트아파트_2/3단지,반포디에이치클래스트아파트_2/3단지,APT,아파트,공동주택,건물,서울특별시,서초구,반포동,810,-,-,-,-,-,-,-,-,대지,-,707443.31,829664.72,1537108.03,35,5,50,5002,100,-,1.3,-,2027-10-31,-,2027-09-15,KT,서울특별시 서초구 반포동 810,미등록,"101,103,104,109,113,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",37.50328887,126.9874431,등록,-,-,-,-,미검증
동부,2027,m-RAPA-2107-4640,부산 장안지구 공동주택  내 B-1BL 우미린 공동주택 신축공사,부산장안지구우미린프리미어아파트,APT,아파트,공동주택,건물,부산광역시,기장군,장안읍,부산장안지구 택지개발사업,B-1,좌동리,부산광역시,기장군,장안읍,좌동리,973,-,블록,-,43104.7124,19920.797,63025.5094,24,2,4,419,8,-,1.3,-,2027-10-31,-,2027-09-15,KT,부산광역시 기장군 장안읍 좌동리 부산장안지구 택지개발사업 B-1,단독,해당사항없음,35.321858,129.239099,등록,-,-,-,-,미검증
동부,2027,m-RAPA-2210-5889,부산광역시 진구 범천동 858-53번지 주거형 오피스텔 신축공사,희망더함아파트,APT,다중,-,-,부산광역시,부산진구,범천동,858,53,-,-,-,-,-,-,-,대지,-,3894.05,208.45,4102.5,20,1,1,100,2,-,1.3,-,2027-10-30,-,2027-09-15,KT,부산광역시 부산진구 범천동 858 53,미등록,해당사항없음,35.14831152,129.060099,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2410-2982,인천검단 AA-19BL아파트,인천검단 AA-19BL아파트,APT,아파트,공동주택,건물,인천광역시,검단구,불로동,인천검단지구 택지개발사업,AA19,-,-,-,-,-,-,-,블록,-,75544.95,27517.23,103062.18,20,2,6,1323,12,-,1.3,-,2027-10-30,-,2027-09-14,LGU+,인천광역시 검단구 불로동 인천검단지구 택지개발사업 AA19,미등록,"190,219,041,906",37.6088705,126.7027419,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2302-0462,계양롯데캐슬파크시티1단지_아파트,계양롯데캐슬파크시티1단지_아파트,APT,아파트,공동주택,건물,인천광역시,계양구,효성동,효성 도시개발구역,공3,-,-,-,-,-,-,-,블록,-,240334.1034,120773.7779,361107.8813,26,2,20,1964,40,2786,1.42,-,2027-10-30,-,2027-09-14,KT,인천광역시 계양구 효성동 효성 도시개발구역 공3,미등록,"10,021,004,100,610,100,000,000,000,000,000",37.533198,126.703314,등록,상이(웹검색결과: 2027.11),동일,동일,동일,준공예정일 확인 필요
수도권,2027,m-RAPA-1905-3023,'19 인천검단지구 AA19BL 공동주택(국민/영구),-,APT,500세대 이상,-,-,인천광역시,검단구,불로동,검단지구,AA19,-,-,-,-,-,-,-,블록,-,76015.98,31409.91,107425.89,20,2,8,1322,16,-,1.3,-,2027-10-30,-,2027-09-14,SKT,인천광역시 검단구 불로동 검단지구 AA19,미등록,"190,119,041,906",37.608916,126.70273,등록,-,-,-,-,미검증
동부,2027,m-RAPA-2408-2237,영도 청학동 414-50,한라청학아파트,APT,일반,-,-,부산광역시,영도구,청학동,414,50,-,-,-,-,-,-,-,대지,-,2792.25,371.85,3164.1,4,1,9,0,18,-,1.3,-,2027-10-30,-,2027-09-15,RAPA,부산광역시 영도구 청학동 414 50,미등록,1. 지하1층 : 쓰레기집하장 인근 외벽,35.09292409,129.057924,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2305-1719,서울 중랑구 신내동 482-1 신일빌라 소규모재건축정비사업,신일빌라 소규모재건축정비사업조합,APT,500세대 미만,-,-,서울특별시,중랑구,신내동,482,1,-,-,-,-,-,-,-,대지,-,5268.81,3344.81,8613.62,15,2,1,68,2,-,1.3,-,2027-10-29,-,2027-09-13,RAPA,서울특별시 중랑구 신내동 482 1,미등록,1.지상1층: 야외커뮤니티 인근 지하층 환기부,37.60281374,127.0974466,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2110-6170,지금도농1-1구역 재개발 정비사업,다산동아파트,APT,500세대 미만,-,-,경기도,남양주시,다산동,4312,4,-,-,-,-,-,-,-,대지,-,35181.37,23406.76,58588.13,29,3,6,400,12,-,1.3,-,2027-10-28,-,2027-09-12,RAPA,경기도 남양주시 다산동 4312 4,미등록,해당사항없음,37.61011183,127.1501885,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2206-3348,수원시 장안구 정자동 주상복합 신축공사,정자동주상복합아파트,APT,다중,-,-,경기도,수원시 장안구,정자동,435,1,-,-,-,-,-,-,-,대지,-,9114.6652,5465.6262,14580.2914,25,4,1,92,2,-,1.3,-,2027-10-28,-,2027-09-13,SKT,경기도 수원시 장안구 정자동 435 1,미등록,해당없음,37.30603981,126.9921201,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2211-6191,서울시 동작구 노량진동 117-1번지외 2필지 개발사업,동작구 노량진동 117-2 역세권 청년주택,APT,500세대 미만,-,-,서울특별시,동작구,노량진동,117,1,-,-,-,-,-,-,-,대지,-,27901.18,13033.97,40935.15,23,6,1,432,2,-,1.3,-,2027-10-25,-,2027-09-10,LGU+,서울특별시 동작구 노량진동 117 1,미등록,해당사항없음,37.51362887,126.9444974,등록,-,-,-,-,미검증
